pp_id,condition,ts(sec),frame,success,confidence,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLipRaiser,AU6_CheekRaiser,AU7_LidTightener,AU9_NoseWringler,AU10_UpperLipRaiser,AU12_LipCornerPuller,AU14_Dimpler,AU15_LipCornerDepressonr,AU17_ChinRaiser,AU20_LipStretcher,AU23_LipTightener,AU25_LipsPart,AU26_JawDrop,AU45_BlinkInt,AUc45_BlinkRate,AUc28_LipSuck,headOrient_x,headOrient_y,headOrient_z,gazeCenter,gazeUp,gazeDown,gazeRight,gazeLeft
pp17,N,60.091,1800.0,1.0,0.9777500000000001,0.2080611111111111,0.055900000000000005,0.740038888888889,0.08567222222222223,0.02915,0.5546833333333333,0.15916666666666668,0.054061111111111115,0.05109444444444445,0.3307944444444445,0.08519444444444445,0.0720611111111111,0.13060555555555559,0.023655555555555555,0.7160166666666666,0.5237055555555555,0.5647777777777777,0.235,0.025555555555555557,34.530388888888886,-38.903999999999996,340.7023888888889,0.0,0.0,0.7197861111111112,0.12553722222222222,0.0
pp17,N,120.215,3600.0,1.0,0.9786666666666669,0.03255,0.05168333333333333,0.5983777777777778,0.048316666666666674,0.052722222222222226,0.27615555555555554,0.25848888888888893,0.005277777777777778,0.0034833333333333335,0.8367833333333333,0.0794388888888889,0.2316166666666667,0.009616666666666666,0.45217777777777785,0.6356944444444443,0.5506666666666666,0.30781111111111115,0.19277777777777777,0.0,45.9105,-5.310555555555555,356.52522222222217,0.0,0.0,0.6268261111111111,0.15849444444444447,0.0004588888888888889
pp17,N,180.339,5400.0,1.0,0.9775000000000003,0.19217222222222224,0.030966666666666667,0.5009722222222223,0.0211,0.010272222222222223,0.3763944444444444,0.06363888888888888,0.021338888888888886,0.005194444444444444,0.45559444444444447,0.06126111111111111,0.33878888888888886,0.06185000000000001,0.12147222222222223,0.22480555555555554,0.4401055555555556,0.18112777777777778,0.2338888888888889,0.0,51.405,-31.436833333333336,372.2137222222222,0.0,0.0,0.6587555555555555,0.160725,2.111111111111111e-05
pp17,N,240.464,7200.0,1.0,0.9799722222222225,0.5018722222222223,0.06584444444444444,0.6636,0.020416666666666666,0.0,0.4178055555555556,0.0044,0.0,0.004111111111111111,0.48988888888888893,0.16523333333333332,0.19321666666666665,0.09584444444444444,0.07201666666666666,0.08659444444444445,0.32639444444444443,0.1212,0.20055555555555554,0.0,56.724,-33.19088888888889,367.7470555555555,0.0,0.0,0.6462911111111111,0.15143722222222222,6.11111111111111e-06
pp17,N,300.588,9000.0,0.9994444444444445,0.9776722222222225,0.32954999999999995,0.07057777777777778,0.7011000000000001,0.1876611111111111,0.03336111111111111,0.33425555555555553,0.07401666666666666,0.05841111111111111,0.12875,0.7149555555555556,0.2897222222222222,0.44742777777777776,0.09812222222222222,0.23082222222222223,0.44828888888888885,0.5927277777777777,0.14710555555555554,0.25,0.006666666666666667,58.38461111111111,-15.042833333333332,357.68322222222224,0.0005555555555555556,0.0,0.5902672222222222,0.10692000000000002,0.008561666666666665
pp17,N,360.712,10800.0,0.9994444444444445,0.9697166666666669,0.32489999999999997,0.04904444444444445,1.3725666666666667,0.33834444444444445,0.009866666666666666,0.11869444444444445,0.5721333333333333,0.08872777777777778,0.21356666666666665,0.6757444444444444,1.4777444444444443,1.6934444444444443,0.07507222222222222,0.35338888888888886,1.7394777777777777,0.7364944444444445,0.008116666666666666,0.08444444444444445,0.15333333333333332,85.56327777777778,7.885333333333333,327.6223888888889,0.0005555555555555556,0.0,0.435855,0.03502777777777778,0.006666666666666667
pp17,N,420.836,12600.0,1.0,0.9593611111111113,0.4431666666666667,0.05765555555555556,0.9792833333333334,0.0244,0.06442222222222223,0.30505000000000004,0.1864666666666667,0.06807777777777778,0.30831111111111115,1.0731833333333334,0.6125444444444446,1.124861111111111,0.24602222222222225,0.6251277777777778,0.37644444444444447,0.47582222222222226,0.15929999999999997,0.21444444444444444,0.11611111111111111,59.80583333333333,14.617722222222222,337.1046666666666,0.0,0.0,0.5414994444444444,0.07496944444444444,0.008071666666666668
pp17,N,480.961,14400.0,1.0,0.9730555555555557,0.2443833333333333,0.17377777777777778,0.8798222222222223,0.018500000000000003,0.0084,0.22923333333333334,0.2513888888888889,0.018777777777777775,0.052527777777777784,0.84445,0.4727166666666667,0.7665166666666666,0.2573833333333333,0.07463888888888891,0.6088555555555556,0.3475333333333333,0.14328333333333332,0.3188888888888889,0.0022222222222222222,42.65355555555555,5.081722222222224,346.81155555555557,0.0,0.0,0.5414822222222222,0.07873111111111111,0.006100555555555556
pp17,N,541.085,16200.0,1.0,0.9763611111111112,0.2594666666666666,0.09985000000000001,0.6622111111111111,0.021644444444444445,0.0003055555555555556,0.38958333333333334,0.06917777777777778,0.017066666666666667,0.0422,0.7286277777777778,0.3594833333333334,0.45618333333333333,0.3004944444444445,0.02461666666666667,0.4101222222222223,0.19480555555555554,0.2156777777777778,0.3838888888888889,0.0022222222222222222,42.702,13.6255,344.5592222222223,0.0,0.0,0.5452772222222222,0.10238666666666667,0.007456111111111112
pp17,N,601.209,18000.0,1.0,0.979666666666667,0.29577777777777775,0.09159444444444445,0.49552222222222225,0.025005555555555555,0.0,0.12943333333333334,0.025866666666666666,0.052927777777777775,0.06660555555555556,0.33835,0.38405,0.3014888888888889,0.08537222222222222,0.025694444444444443,0.855038888888889,0.15138888888888888,0.22383888888888887,0.25833333333333336,0.002777777777777778,55.337666666666664,-9.684666666666667,355.4576666666667,0.0,0.0,0.5267805555555556,0.11889944444444443,0.00711388888888889
pp17,N,661.333,19800.0,1.0,0.9774722222222225,0.2902388888888889,0.007,0.5462888888888889,0.05265555555555556,0.020427777777777774,0.10157222222222222,0.04495555555555555,0.22608888888888887,0.6575277777777779,0.8267388888888889,0.7796166666666666,1.0053,0.4992555555555556,0.29141666666666666,0.6130333333333333,0.24394444444444446,0.02158333333333333,0.18055555555555555,0.026111111111111113,76.39288888888889,14.727333333333332,306.37672222222227,0.0,0.0,0.3839077777777778,0.08131611111111113,0.00086
pp17,N,721.458,21600.0,1.0,0.9786111111111113,0.3204,0.0661111111111111,0.5187111111111111,0.0882,0.00035,0.1734166666666667,0.06691666666666667,0.03609444444444444,0.04942777777777778,0.49235,0.4033277777777778,0.5338166666666666,0.3210611111111111,0.08580555555555555,0.44591666666666663,0.21326666666666666,0.1287722222222222,0.14833333333333334,0.0033333333333333335,43.775777777777776,-9.350277777777778,346.20705555555554,0.0,0.0,0.5085522222222222,0.1038688888888889,0.008057777777777778
pp17,N,781.582,23400.0,1.0,0.9768333333333337,0.4631333333333334,0.16228333333333333,0.7217611111111112,0.01752777777777778,0.0026555555555555555,0.30462222222222224,0.07100555555555556,0.0013444444444444443,0.05165,0.6144333333333334,0.3615055555555556,0.3338777777777778,0.16644444444444445,0.14839444444444444,0.6398222222222222,0.4888222222222222,0.22954444444444444,0.20666666666666667,0.0,41.26822222222222,-32.383,343.0610555555556,0.0,0.0,0.5744461111111112,0.11840777777777779,0.003078333333333333
pp17,N,841.706,25200.0,1.0,0.9795555555555558,0.3403833333333333,0.04086666666666667,0.44096111111111114,0.0016722222222222223,0.0,0.23906666666666665,0.05142222222222222,0.015566666666666664,0.02671111111111111,0.5993555555555556,0.15760555555555555,0.33416111111111113,0.14766666666666667,0.07277777777777777,0.4185444444444444,0.16295555555555555,0.18715555555555555,0.2827777777777778,0.0,33.205777777777776,-26.975333333333335,374.4631111111111,0.0,0.0,0.5069272222222222,0.10869444444444443,0.0018611111111111111
pp17,N,901.83,27000.0,1.0,0.9784444444444447,0.3045,0.15531111111111112,0.8007666666666667,0.031105555555555556,0.0,0.18115,0.05012777777777778,0.023022222222222225,0.10830555555555557,0.7407222222222223,0.09487222222222222,0.42562777777777777,0.07629444444444446,0.06297222222222222,0.10272777777777779,0.15653333333333333,0.2688944444444445,0.2588888888888889,0.0,45.73261111111111,-12.363444444444445,379.0501111111111,0.0,0.0,0.5856916666666666,0.11646166666666666,0.004071666666666666
pp17,N,961.955,28800.0,1.0,0.9796111111111114,0.5435444444444445,0.2836722222222222,0.8479722222222221,0.009327777777777777,0.0,0.23498333333333335,0.020611111111111108,0.0008833333333333334,0.019894444444444447,0.5168,0.07133888888888888,0.18722777777777777,0.047288888888888894,0.02494444444444444,0.3320888888888889,0.18696666666666667,0.3252444444444444,0.28444444444444444,0.0,46.44255555555556,-33.91583333333334,393.82883333333336,0.0,0.0,0.6023288888888889,0.1372561111111111,0.0012144444444444444
pp17,N,1022.079,30600.0,1.0,0.9796944444444449,0.6497833333333334,0.22346666666666667,0.850338888888889,0.011000000000000001,0.0005111111111111111,0.19586111111111112,0.009922222222222221,0.002466666666666667,0.011005555555555557,0.43578333333333336,0.13412777777777776,0.3352833333333333,0.16405555555555554,0.003116666666666667,0.23808888888888888,0.13108333333333333,0.33952777777777776,0.335,0.0,51.71688888888889,-59.3081111111111,421.4431666666666,0.0,0.0,0.654107777777778,0.14321833333333334,0.000185
pp17,N,1082.203,32400.0,1.0,0.9795000000000001,0.29258888888888895,0.08316666666666667,0.9789277777777777,0.01411111111111111,0.006572222222222222,0.22222777777777777,0.046094444444444445,0.01167777777777778,0.04030555555555555,0.6036666666666666,0.10985555555555557,0.32542777777777776,0.08116111111111111,0.1371722222222222,0.2930166666666667,0.2392833333333333,0.39625,0.33555555555555555,0.0,54.54794444444445,-34.16638888888889,400.355,0.0,0.0,0.6230344444444444,0.15655388888888888,0.0001933333333333333
pp17,N,1142.327,34200.0,1.0,0.9800000000000002,0.11679444444444442,0.08259999999999999,0.8252500000000002,0.01577777777777778,0.0,0.2160166666666667,0.05987777777777778,0.0,0.0159,0.6835055555555555,0.0976,0.24576111111111112,0.095,0.06033888888888889,0.3470722222222222,0.20738888888888887,0.17487777777777777,0.1922222222222222,0.0,59.115611111111114,-26.736611111111113,416.3962777777778,0.0,0.0,0.5833805555555556,0.16443000000000002,0.0
pp17,N,1202.452,36000.0,1.0,0.979555555555556,0.24258333333333332,0.05859444444444444,0.751311111111111,0.026127777777777778,0.0001833333333333333,0.2049777777777778,0.06457777777777776,0.0034222222222222223,0.018944444444444448,0.7351444444444445,0.2404611111111111,0.3250222222222222,0.1693222222222222,0.0509611111111111,0.30958888888888886,0.16325,0.28679444444444446,0.345,0.0,62.209,-44.93161111111111,430.51444444444445,0.0,0.0,0.6046488888888889,0.16638166666666665,0.0
pp17,N,1262.576,37800.0,1.0,0.979027777777778,0.09408333333333335,0.10409444444444445,0.7351833333333333,0.029405555555555556,0.028983333333333333,0.2798555555555556,0.1302111111111111,0.057416666666666664,0.12952777777777777,0.9432666666666667,0.11146666666666666,0.3465777777777777,0.13996666666666668,0.058077777777777784,0.5287833333333333,0.4743944444444445,0.27813888888888894,0.3622222222222222,0.008333333333333333,61.001777777777775,-31.358833333333333,418.9578333333334,0.0,0.0,0.6274350000000001,0.16257166666666667,0.0
