pp_id,condition,ts(sec),frame,success,confidence,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLipRaiser,AU6_CheekRaiser,AU7_LidTightener,AU9_NoseWringler,AU10_UpperLipRaiser,AU12_LipCornerPuller,AU14_Dimpler,AU15_LipCornerDepressonr,AU17_ChinRaiser,AU20_LipStretcher,AU23_LipTightener,AU25_LipsPart,AU26_JawDrop,AU45_BlinkInt,AUc45_BlinkRate,AUc28_LipSuck,headOrient_x,headOrient_y,headOrient_z,gazeCenter,gazeUp,gazeDown,gazeRight,gazeLeft
pp17,S,60.091,1800.0,1.0,0.9798611111111114,0.045844444444444445,0.0687888888888889,0.46063333333333334,0.006922222222222222,0.0,0.09985555555555556,0.01513888888888889,0.007888888888888888,0.15085555555555558,0.5323555555555556,0.033044444444444446,0.45170000000000005,0.007511111111111111,0.16036666666666669,0.22615555555555555,0.8134388888888889,0.26809444444444447,0.0961111111111111,0.018333333333333333,53.095333333333336,38.70144444444445,376.9037777777778,0.0,0.0,0.4129216666666667,0.08154444444444445,0.002447222222222222
pp17,S,120.215,3600.0,1.0,0.9798888888888893,0.012694444444444446,0.06218888888888889,0.41964444444444443,0.031950000000000006,0.0,0.09842777777777778,0.020227777777777775,0.000988888888888889,0.05589444444444444,0.4315944444444445,0.021027777777777777,0.20311111111111113,0.0008388888888888889,0.051894444444444444,0.19342777777777775,0.4061944444444444,0.6273388888888889,0.13166666666666665,0.0,43.0355,38.193333333333335,387.3595,0.0,0.0,0.4456138888888889,0.11907944444444446,0.002621111111111111
pp17,S,180.339,5400.0,1.0,0.9800000000000002,0.04973333333333334,0.020877777777777776,0.3546222222222222,0.01955,0.0,0.10208333333333333,0.015433333333333334,0.0,0.04437222222222222,0.3440888888888889,0.04433333333333334,0.3260277777777778,0.0005222222222222223,0.03771111111111111,0.41106666666666664,0.5937722222222223,0.39800555555555556,0.08722222222222223,0.0,44.2695,37.915,391.7205,0.0,0.0,0.4579388888888889,0.11735833333333334,0.0032405555555555556
pp17,S,240.464,7200.0,1.0,0.9794722222222224,0.08622777777777776,0.010677777777777777,0.24470555555555554,0.014122222222222224,0.0008222222222222222,0.08231111111111113,0.04664444444444445,0.023638888888888886,0.08448333333333333,0.20516666666666664,0.08946666666666668,0.40046111111111116,0.02709444444444444,0.0690777777777778,0.7211888888888888,0.16522222222222221,0.4385277777777778,0.10722222222222222,0.0,27.827555555555556,26.56716666666667,398.4035,0.0,0.0,0.41120277777777775,0.12737722222222223,0.004202777777777778
pp17,S,300.588,9000.0,1.0,0.9734166666666669,0.21037777777777777,0.040094444444444446,0.5398555555555555,0.05362777777777777,0.007794444444444443,0.04464444444444445,0.1691333333333333,0.17826111111111112,0.26808888888888893,0.4018333333333333,0.4073722222222222,0.9100111111111111,0.10107777777777777,0.11056666666666666,0.7589055555555555,0.25965555555555553,0.1660055555555556,0.11444444444444445,0.013888888888888888,49.851055555555554,34.933055555555555,394.9912777777778,0.0,0.0,0.4156288888888889,0.08863833333333333,0.008898888888888888
pp17,S,360.712,10800.0,1.0,0.9773055555555559,0.18710555555555552,0.04905555555555555,0.19688888888888886,0.03887777777777778,0.002677777777777778,0.06925555555555554,0.10940555555555556,0.04816666666666667,0.07968888888888889,0.15744444444444444,0.20270555555555556,0.5636166666666667,0.04301666666666666,0.15024444444444443,0.7668222222222222,0.11178333333333336,0.4013333333333334,0.1361111111111111,0.0,25.849722222222223,24.671388888888888,397.3445,0.0,0.0,0.4099494444444445,0.1489722222222222,0.004097222222222223
pp17,S,420.836,12600.0,1.0,0.9795277777777781,0.03874444444444444,0.17293333333333333,0.33877777777777773,0.037316666666666665,7.777777777777778e-05,0.1199888888888889,0.10430555555555555,0.01972222222222222,0.03712777777777777,0.3324333333333334,0.18392222222222224,0.5898388888888889,0.31452222222222226,0.03194444444444444,0.639161111111111,0.5657833333333333,0.30999444444444446,0.30277777777777776,0.0,35.35861111111111,24.535055555555555,398.2771666666667,0.0,0.0,0.4006683333333333,0.12228055555555555,0.0021566666666666665
pp17,S,480.961,14400.0,1.0,0.9786388888888893,0.09994444444444445,0.14482777777777778,0.2232611111111111,0.06444444444444444,0.007977777777777778,0.02790555555555556,0.17532222222222224,0.04745555555555555,0.024666666666666667,0.2545611111111111,0.08647777777777778,0.4240944444444444,0.10958888888888889,0.28326111111111113,0.94845,0.4688,0.40885000000000005,0.21388888888888888,0.0,-3.707277777777777,38.77894444444445,387.0995,0.0,0.0,0.439065,0.11687666666666666,0.009267777777777778
pp17,S,541.085,16200.0,1.0,0.9780277777777782,0.1397611111111111,0.2288888888888889,0.33706111111111114,0.12382222222222222,0.0070999999999999995,0.07900555555555555,0.117,0.04384999999999999,0.09404444444444443,0.33177222222222225,0.0979111111111111,0.2967666666666667,0.015438888888888886,0.3022166666666667,0.7807166666666666,0.5788888888888889,0.27262777777777775,0.17777777777777778,0.002777777777777778,10.74511111111111,38.222,386.49861111111113,0.0,0.0,0.44969333333333333,0.11996666666666667,0.012551666666666664
pp17,S,601.209,18000.0,1.0,0.9780555555555558,0.12569444444444444,0.3434555555555555,0.3460222222222222,0.041683333333333336,0.02218333333333333,0.040966666666666665,0.1534888888888889,0.11669444444444445,0.13239444444444445,0.5037722222222223,0.2689833333333333,0.39977777777777773,0.07152777777777777,0.3373555555555556,0.9895,0.37417222222222224,0.19025555555555557,0.19333333333333333,0.013888888888888888,17.117833333333333,40.52016666666667,391.16111111111104,0.0,0.0,0.4232005555555555,0.15344222222222223,0.008860555555555556
