RR,time
807,2023-04-11 10-30-43.807000
897,2023-04-11 10-30-44.704000
915,2023-04-11 10-30-45.619000
837,2023-04-11 10-30-46.456000
798,2023-04-11 10-30-47.254000
806,2023-04-11 10-30-48.060000
794,2023-04-11 10-30-48.854000
760,2023-04-11 10-30-49.614000
784,2023-04-11 10-30-50.398000
813,2023-04-11 10-30-51.211000
765,2023-04-11 10-30-51.976000
760,2023-04-11 10-30-52.736000
809,2023-04-11 10-30-53.545000
833,2023-04-11 10-30-54.378000
808,2023-04-11 10-30-55.186000
828,2023-04-11 10-30-56.014000
856,2023-04-11 10-30-56.870000
813,2023-04-11 10-30-57.683000
801,2023-04-11 10-30-58.484000
827,2023-04-11 10-30-59.311000
799,2023-04-11 10-31-00.110000
790,2023-04-11 10-31-00.900000
792,2023-04-11 10-31-01.692000
749,2023-04-11 10-31-02.441000
762,2023-04-11 10-31-03.203000
794,2023-04-11 10-31-03.997000
751,2023-04-11 10-31-04.748000
754,2023-04-11 10-31-05.502000
755,2023-04-11 10-31-06.257000
730,2023-04-11 10-31-06.987000
733,2023-04-11 10-31-07.720000
777,2023-04-11 10-31-08.497000
777,2023-04-11 10-31-09.274000
759,2023-04-11 10-31-10.033000
817,2023-04-11 10-31-10.850000
866,2023-04-11 10-31-11.716000
818,2023-04-11 10-31-12.534000
821,2023-04-11 10-31-13.355000
825,2023-04-11 10-31-14.180000
767,2023-04-11 10-31-14.947000
731,2023-04-11 10-31-15.678000
753,2023-04-11 10-31-16.431000
803,2023-04-11 10-31-17.234000
801,2023-04-11 10-31-18.035000
796,2023-04-11 10-31-18.831000
846,2023-04-11 10-31-19.677000
819,2023-04-11 10-31-20.496000
781,2023-04-11 10-31-21.277000
786,2023-04-11 10-31-22.063000
788,2023-04-11 10-31-22.851000
757,2023-04-11 10-31-23.608000
785,2023-04-11 10-31-24.393000
826,2023-04-11 10-31-25.219000
838,2023-04-11 10-31-26.057000
766,2023-04-11 10-31-26.823000
782,2023-04-11 10-31-27.605000
835,2023-04-11 10-31-28.440000
825,2023-04-11 10-31-29.265000
826,2023-04-11 10-31-30.091000
843,2023-04-11 10-31-30.934000
803,2023-04-11 10-31-31.737000
756,2023-04-11 10-31-32.493000
772,2023-04-11 10-31-33.265000
824,2023-04-11 10-31-34.089000
811,2023-04-11 10-31-34.900000
803,2023-04-11 10-31-35.703000
840,2023-04-11 10-31-36.543000
849,2023-04-11 10-31-37.392000
810,2023-04-11 10-31-38.202000
817,2023-04-11 10-31-39.019000
793,2023-04-11 10-31-39.812000
752,2023-04-11 10-31-40.564000
746,2023-04-11 10-31-41.310000
787,2023-04-11 10-31-42.097000
781,2023-04-11 10-31-42.878000
810,2023-04-11 10-31-43.688000
876,2023-04-11 10-31-44.564000
871,2023-04-11 10-31-45.435000
801,2023-04-11 10-31-46.236000
790,2023-04-11 10-31-47.026000
753,2023-04-11 10-31-47.779000
705,2023-04-11 10-31-48.484000
718,2023-04-11 10-31-49.202000
767,2023-04-11 10-31-49.969000
763,2023-04-11 10-31-50.732000
761,2023-04-11 10-31-51.493000
808,2023-04-11 10-31-52.301000
818,2023-04-11 10-31-53.119000
808,2023-04-11 10-31-53.927000
847,2023-04-11 10-31-54.774000
834,2023-04-11 10-31-55.608000
779,2023-04-11 10-31-56.387000
772,2023-04-11 10-31-57.159000
776,2023-04-11 10-31-57.935000
744,2023-04-11 10-31-58.679000
747,2023-04-11 10-31-59.426000
777,2023-04-11 10-32-00.203000
761,2023-04-11 10-32-00.964000
739,2023-04-11 10-32-01.703000
768,2023-04-11 10-32-02.471000
773,2023-04-11 10-32-03.244000
760,2023-04-11 10-32-04.004000
775,2023-04-11 10-32-04.779000
787,2023-04-11 10-32-05.566000
774,2023-04-11 10-32-06.340000
721,2023-04-11 10-32-07.061000
735,2023-04-11 10-32-07.796000
769,2023-04-11 10-32-08.565000
760,2023-04-11 10-32-09.325000
760,2023-04-11 10-32-10.085000
770,2023-04-11 10-32-10.855000
751,2023-04-11 10-32-11.606000
740,2023-04-11 10-32-12.346000
752,2023-04-11 10-32-13.098000
757,2023-04-11 10-32-13.855000
725,2023-04-11 10-32-14.580000
759,2023-04-11 10-32-15.339000
785,2023-04-11 10-32-16.124000
768,2023-04-11 10-32-16.892000
769,2023-04-11 10-32-17.661000
787,2023-04-11 10-32-18.448000
779,2023-04-11 10-32-19.227000
737,2023-04-11 10-32-19.964000
758,2023-04-11 10-32-20.722000
782,2023-04-11 10-32-21.504000
757,2023-04-11 10-32-22.261000
763,2023-04-11 10-32-23.024000
784,2023-04-11 10-32-23.808000
750,2023-04-11 10-32-24.558000
728,2023-04-11 10-32-25.286000
739,2023-04-11 10-32-26.025000
751,2023-04-11 10-32-26.776000
702,2023-04-11 10-32-27.478000
688,2023-04-11 10-32-28.166000
696,2023-04-11 10-32-28.862000
709,2023-04-11 10-32-29.571000
688,2023-04-11 10-32-30.259000
670,2023-04-11 10-32-30.929000
689,2023-04-11 10-32-31.618000
709,2023-04-11 10-32-32.327000
703,2023-04-11 10-32-33.030000
708,2023-04-11 10-32-33.738000
741,2023-04-11 10-32-34.479000
746,2023-04-11 10-32-35.225000
706,2023-04-11 10-32-35.931000
693,2023-04-11 10-32-36.624000
694,2023-04-11 10-32-37.318000
695,2023-04-11 10-32-38.013000
690,2023-04-11 10-32-38.703000
701,2023-04-11 10-32-39.404000
726,2023-04-11 10-32-40.130000
