RR,time
614,2023-04-13 13-44-07.779000
1006,2023-04-13 13-44-08.785000
824,2023-04-13 13-44-09.609000
836,2023-04-13 13-44-10.445000
827,2023-04-13 13-44-11.272000
753,2023-04-13 13-44-12.025000
703,2023-04-13 13-44-12.728000
663,2023-04-13 13-44-13.391000
629,2023-04-13 13-44-14.020000
605,2023-04-13 13-44-14.625000
600,2023-04-13 13-44-15.225000
600,2023-04-13 13-44-15.825000
592,2023-04-13 13-44-16.417000
586,2023-04-13 13-44-17.003000
587,2023-04-13 13-44-17.590000
589,2023-04-13 13-44-18.179000
604,2023-04-13 13-44-18.783000
620,2023-04-13 13-44-19.403000
613,2023-04-13 13-44-20.016000
634,2023-04-13 13-44-20.650000
633,2023-04-13 13-44-21.283000
628,2023-04-13 13-44-21.911000
623,2023-04-13 13-44-22.534000
616,2023-04-13 13-44-23.150000
604,2023-04-13 13-44-23.754000
612,2023-04-13 13-44-24.366000
624,2023-04-13 13-44-24.990000
641,2023-04-13 13-44-25.631000
667,2023-04-13 13-44-26.298000
702,2023-04-13 13-44-27.000000
725,2023-04-13 13-44-27.725000
699,2023-04-13 13-44-28.424000
688,2023-04-13 13-44-29.112000
677,2023-04-13 13-44-29.789000
642,2023-04-13 13-44-30.431000
630,2023-04-13 13-44-31.061000
621,2023-04-13 13-44-31.682000
622,2023-04-13 13-44-32.304000
623,2023-04-13 13-44-32.927000
623,2023-04-13 13-44-33.550000
625,2023-04-13 13-44-34.175000
627,2023-04-13 13-44-34.802000
641,2023-04-13 13-44-35.443000
631,2023-04-13 13-44-36.074000
617,2023-04-13 13-44-36.691000
628,2023-04-13 13-44-37.319000
682,2023-04-13 13-44-38.001000
663,2023-04-13 13-44-38.664000
655,2023-04-13 13-44-39.319000
633,2023-04-13 13-44-39.952000
623,2023-04-13 13-44-40.575000
613,2023-04-13 13-44-41.188000
603,2023-04-13 13-44-41.791000
594,2023-04-13 13-44-42.385000
583,2023-04-13 13-44-42.968000
577,2023-04-13 13-44-43.545000
571,2023-04-13 13-44-44.116000
577,2023-04-13 13-44-44.693000
591,2023-04-13 13-44-45.284000
607,2023-04-13 13-44-45.891000
646,2023-04-13 13-44-46.537000
646,2023-04-13 13-44-47.183000
650,2023-04-13 13-44-47.833000
642,2023-04-13 13-44-48.475000
633,2023-04-13 13-44-49.108000
611,2023-04-13 13-44-49.719000
591,2023-04-13 13-44-50.310000
592,2023-04-13 13-44-50.902000
598,2023-04-13 13-44-51.500000
630,2023-04-13 13-44-52.130000
680,2023-04-13 13-44-52.810000
714,2023-04-13 13-44-53.524000
716,2023-04-13 13-44-54.240000
713,2023-04-13 13-44-54.953000
714,2023-04-13 13-44-55.667000
657,2023-04-13 13-44-56.324000
648,2023-04-13 13-44-56.972000
635,2023-04-13 13-44-57.607000
