RR,time
627,2023-04-11 16-32-43.105000
663,2023-04-11 16-32-43.768000
615,2023-04-11 16-32-44.383000
634,2023-04-11 16-32-45.017000
631,2023-04-11 16-32-45.648000
626,2023-04-11 16-32-46.274000
668,2023-04-11 16-32-46.942000
656,2023-04-11 16-32-47.598000
614,2023-04-11 16-32-48.212000
607,2023-04-11 16-32-48.819000
605,2023-04-11 16-32-49.424000
581,2023-04-11 16-32-50.005000
557,2023-04-11 16-32-50.562000
546,2023-04-11 16-32-51.108000
543,2023-04-11 16-32-51.651000
548,2023-04-11 16-32-52.199000
543,2023-04-11 16-32-52.742000
559,2023-04-11 16-32-53.301000
564,2023-04-11 16-32-53.865000
578,2023-04-11 16-32-54.443000
581,2023-04-11 16-32-55.024000
600,2023-04-11 16-32-55.624000
591,2023-04-11 16-32-56.215000
599,2023-04-11 16-32-56.814000
603,2023-04-11 16-32-57.417000
648,2023-04-11 16-32-58.065000
629,2023-04-11 16-32-58.694000
619,2023-04-11 16-32-59.313000
611,2023-04-11 16-32-59.924000
621,2023-04-11 16-33-00.545000
604,2023-04-11 16-33-01.149000
606,2023-04-11 16-33-01.755000
636,2023-04-11 16-33-02.391000
654,2023-04-11 16-33-03.045000
655,2023-04-11 16-33-03.700000
714,2023-04-11 16-33-04.414000
712,2023-04-11 16-33-05.126000
646,2023-04-11 16-33-05.772000
661,2023-04-11 16-33-06.433000
687,2023-04-11 16-33-07.120000
664,2023-04-11 16-33-07.784000
656,2023-04-11 16-33-08.440000
691,2023-04-11 16-33-09.131000
715,2023-04-11 16-33-09.846000
654,2023-04-11 16-33-10.500000
672,2023-04-11 16-33-11.172000
667,2023-04-11 16-33-11.839000
637,2023-04-11 16-33-12.476000
639,2023-04-11 16-33-13.115000
659,2023-04-11 16-33-13.774000
644,2023-04-11 16-33-14.418000
631,2023-04-11 16-33-15.049000
649,2023-04-11 16-33-15.698000
661,2023-04-11 16-33-16.359000
637,2023-04-11 16-33-16.996000
699,2023-04-11 16-33-17.695000
698,2023-04-11 16-33-18.393000
671,2023-04-11 16-33-19.064000
673,2023-04-11 16-33-19.737000
662,2023-04-11 16-33-20.399000
624,2023-04-11 16-33-21.023000
634,2023-04-11 16-33-21.657000
642,2023-04-11 16-33-22.299000
617,2023-04-11 16-33-22.916000
621,2023-04-11 16-33-23.537000
684,2023-04-11 16-33-24.221000
679,2023-04-11 16-33-24.900000
624,2023-04-11 16-33-25.524000
605,2023-04-11 16-33-26.129000
603,2023-04-11 16-33-26.732000
586,2023-04-11 16-33-27.318000
583,2023-04-11 16-33-27.901000
569,2023-04-11 16-33-28.470000
