,pp_id,condition,ts(sec),frame,success,confidence,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLipRaiser,AU6_CheekRaiser,AU7_LidTightener,AU9_NoseWringler,AU10_UpperLipRaiser,AU12_LipCornerPuller,AU14_Dimpler,AU15_LipCornerDepressonr,AU17_ChinRaiser,AU20_LipStretcher,AU23_LipTightener,AU25_LipsPart,AU26_JawDrop,AU45_BlinkInt,AUc45_BlinkRate,AUc28_LipSuck,headOrient_x,headOrient_y,headOrient_z,gazeCenter,gazeUp,gazeDown,gazeRight,gazeLeft,index,ts,duration,Rclick,Lclick,move_dist,move_duration,move_speed,scroll_dur,keyPress,press_dur,backsp,backsp_dur,pause_dur,pause_rate
0,pp02,N,60.163,1800.0,1.0,0.979333333,0.12354311485255855,0.1494047256916722,0.2296048637071323,0.08734392249262211,0.031106011829007768,0.0006475328180573369,0.13649267660181613,0.23006317136081048,0.1436606923040791,0.3589760610582128,0.07633145043219364,0.44636251423118084,0.1008154442968135,0.08503487831806511,0.6388564261259528,0.43696619089912836,0.17073505600227068,0.3893997902822064,9.194802005842902e-11,-2.686869965806748,51.94631435222626,325.85574435929846,0.30942264609307707,6.412638972810697e-05,0.23675040178298493,0.004066955939770024,0.0662267562408652,10,11/04/2023 08:32,0.07890675281679119,1.2991623884435982e-14,1.943633521999239,7.078613473436341,0.02943261193942731,713.3623681381837,0.3637990623416036,33.968710806415146,0.3414943642023554,33.968710806415146,0.03613166379886558,1.3069955094367756,2.1017029086271846
1,pp02,N,120.36,3600.0,1.0,0.9755,0.10953111679703266,0.0771497797068042,0.16827608630417001,0.0680578985735595,0.012723804183190395,0.0002440659636755143,0.07792037401926241,0.23823197033054402,0.1627157874449957,0.4288966209287496,0.04829111945260961,0.4638972822076518,0.09777295980793682,0.08782653869312604,0.4684001440112393,0.3201101418910178,0.14165763169645057,0.5007176290930442,3.356887265969266e-11,-2.7304723713443293,57.211282964405534,354.59126125550426,0.16894092934499427,2.332870450642318e-05,0.2676382629703989,0.004387937644120272,0.05938864905613686,11,11/04/2023 08:33,0.0837258781521366,7.35648369420094e-15,2.226504205513604,8.996517147689156,0.02531352148660214,918.5204147233102,0.3637990623416036,52.733402007812344,0.29232227100720887,52.733402007812344,0.030986962604448574,1.109517181129252,1.8036595340375272
2,pp02,N,180.556,5400.0,1.0,0.975055556,0.15668001277687396,0.06904856710738096,0.23932607121103744,0.06565218586211276,0.00435701333656475,9.447345622310056e-05,0.08408542957337492,0.3909686070072791,0.1193964724325362,0.327807413202219,0.10563686927375003,0.5281760444486352,0.07867249690062016,0.12365861305328038,0.6173661865279313,0.40726532930681725,0.13044991488950203,0.35265383242152637,1.1275441678308546e-11,-2.7040753068878622,63.31389174349957,395.36096873925044,0.2596473717462592,8.4271553409311e-05,0.24149342549129366,0.005349624106138941,0.061900061073444,12,11/04/2023 08:34,0.08172089199426932,3.5483483265517293e-15,2.139846062506428,12.55060898038965,0.023825840718191126,1333.4086226149839,0.3637990623416036,72.79706514475711,0.27187552051187425,72.79706514475711,0.02951928111348154,0.8747242188157259,1.4373953193567095
3,pp02,N,240.753,7200.0,1.0,0.977055556,0.16821971650535147,0.08280503970017844,0.1733131458889201,0.07254516054618501,0.001475044690442269,0.00014226321536946147,0.0554132619336328,0.19564739545041457,0.09857490445275109,0.2645788907048174,0.08722791830054052,0.386807232887614,0.05058643095825567,0.13548646714000787,0.49143127051024144,0.37637225203225083,0.20835256857923387,0.3151644428837882,3.750526303435005e-12,-2.476153133825186,70.1406470815243,431.3382014213057,0.18267694916567545,0.0006725800197325733,0.24980372842965504,0.008578293214300425,0.0825688995997953,13,11/04/2023 08:35,0.10045415680580962,1.6449480879371169e-15,2.5040855856027777,9.87696230975998,0.02380738098488287,1119.7451403990744,0.3637990623416036,60.9502540499655,0.27225805083191856,60.9502540499655,0.07595962840343991,1.145152916656441,1.889929727202773
4,pp02,N,300.95,9000.0,1.0,0.975194444,0.15051633512306786,0.0495978002755814,0.21555443330329085,0.07026003690406679,0.000498712912885993,4.8024206630623256e-05,0.06165741355408299,0.2069691505676755,0.09837487999825836,0.3429287420299667,0.05705629206152937,0.3608523942003843,0.05378497358565514,0.18598508447927814,0.5054947251717381,0.2906804843011105,0.3101856466577968,0.37439816980871554,1.2461775221880678e-12,-1.2190330891950947,75.99824093545035,460.03071123111965,0.15760925931111286,0.0002230747541500874,0.27637997888798316,0.008475905253256708,0.06521339612755866,14,11/04/2023 08:36,0.10045415680580962,7.559919698174125e-16,1.41047464648182,9.87696230975998,0.02380738098488287,1119.7451403990744,0.3637990623416036,91.75760152959245,0.30312969320562005,91.75760152959245,0.062498120199271825,0.8268967396486018,1.3742888080262003
5,pp02,N,361.146,10800.0,1.0,0.979111111,0.2518698859685691,0.1548559358305351,0.29302198761311,0.04936435237136344,0.00016858959003664966,3.826972094319175e-05,0.05706764879739665,0.16244052853424998,0.09102994701482464,0.25175704090280115,0.1134178251968837,0.3666378715401396,0.12335889886721407,0.13828377926929497,0.5707256592445683,0.38316457038751284,0.36846576572439454,0.3460454371637336,4.140145384566842e-13,-3.3176151615515534,78.69746528109818,480.82602566475276,0.10412148700144304,7.397865231986294e-05,0.26721839576210527,0.004460475529188197,0.06705659368394574,15,11/04/2023 08:37,0.10120435057898443,3.468047751114078e-16,2.5522230146233906,6.95272307902561,0.02943470813778055,836.0475647032258,0.3637990623416036,73.21600523864656,0.5063147265666396,73.21600523864656,0.10069931403704846,1.0440117209441788,1.7335573717566881
6,pp02,N,421.343,12600.0,1.0,0.98,0.17276974778672194,0.08434893438257458,0.4149185335188621,0.06518550468294651,5.699062683868696e-05,1.2916587136387831e-05,0.03734317944595049,0.2773869138649455,0.14143620655810663,0.3032892396866025,0.11044526155239892,0.591076333537115,0.1071329569178023,0.287943337719235,0.47043735309253415,0.3510706556632194,0.2055999456859233,0.2959567969293507,1.3754522833097502e-13,-3.351247806487724,82.22652445116182,495.9901498638721,0.06737064354852101,2.4533350133695878e-05,0.25662279671759086,0.004619727693203647,0.05505937107768907,16,11/04/2023 08:38,0.10120435057898443,1.590322079815087e-16,1.4235949899310738,6.95272307902561,0.02943470813778055,836.0475647032258,0.3637990623416036,101.17596478360258,0.35172211601791087,101.17596478360258,0.05223598666423669,0.7659751109485671,1.2783187572720305
7,pp02,N,481.54,14400.0,1.0,0.979666667,0.14942614553995948,0.09128077034255867,0.19621941230796905,0.06626536165966766,1.9265277112140735e-05,4.359527141135061e-06,0.020078743714131316,0.1425551691236874,0.15414548000918582,0.39069169195198455,0.1122662802348957,0.48727283122004467,0.0610562618977838,0.212259699938495,0.32430724461837934,0.3214485486062202,0.2623998854466708,0.41696640434192284,4.5695647064988966e-14,-2.5685372674518954,86.39756324446483,505.83685034732275,0.10978251936148051,7.350280526575097e-05,0.26812096792047946,0.004914557211816506,0.062168095233098346,17,11/04/2023 08:39,0.10120435057898443,7.292052795018564e-17,0.7934848674795574,6.95272307902561,0.02943470813778055,836.0475647032258,0.3637990623416036,111.34949210818678,0.3157931056306014,111.34949210818678,0.04281869639340881,0.6483921979565456,1.083835163702335
8,pp02,N,541.736,16200.0,1.0,0.977083333,0.2078489745153379,0.076723419622106,0.15598719660975202,0.051342756777674727,6.5124887989495884e-06,1.4714004815591776e-06,0.03484790638441167,0.11900207318259232,0.10189755907380821,0.30513900534243066,0.09575282451879849,0.3449179397925545,0.03849599762130629,0.11192982739956069,0.3278898563966405,0.2307801493575145,0.3655130121394576,0.5885442496991451,1.5181128780048815e-14,-0.5025735297279708,89.95408280416069,512.3080437092495,0.051151654655267345,2.4375508167714325e-05,0.2890183604637777,0.004892587610825564,0.0594700163924162,18,11/04/2023 08:40,0.10120435057898443,3.343544418261432e-17,0.44217355306020656,6.95272307902561,0.02943470813778055,836.0475647032258,0.3637990623416036,123.23190943634725,0.2640990898995459,123.23190943634725,0.020401882705578297,0.5483952526244025,0.9176686325603736
9,pp02,N,601.933,18000.0,1.0,0.978666667,0.1951982007090781,0.1074726496777473,0.22329331455487494,0.05564687759107585,2.2015000885857253e-06,4.966179244770179e-07,0.0623585679658641,0.18628808705604216,0.13221946122847583,0.3307207501462276,0.09131321799201801,0.32088315076498863,0.06116804969166233,0.12894599153444394,0.39200271897446276,0.3746727367663132,0.2822577070913965,0.4752380768650706,5.043514683393982e-15,-1.274166798820175,93.67930913327977,521.0653653714751,0.10842161573972187,8.08357430964185e-06,0.2798922790997256,0.0026951026212243727,0.06538028641863194,19,11/04/2023 08:41,0.2155555139720657,1.533072979519775e-17,2.4603057355793414,8.26721303273916,0.022734906963079095,1003.0120759330581,0.3637990623416036,129.3710831342458,0.270090219833713,129.3710831342458,0.06428546155292296,0.5089647316080718,0.8510838305746053
