pp_id,condition,ts(sec),frame,success,confidence,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLipRaiser,AU6_CheekRaiser,AU7_LidTightener,AU9_NoseWringler,AU10_UpperLipRaiser,AU12_LipCornerPuller,AU14_Dimpler,AU15_LipCornerDepressonr,AU17_ChinRaiser,AU20_LipStretcher,AU23_LipTightener,AU25_LipsPart,AU26_JawDrop,AU45_BlinkInt,AUc45_BlinkRate,AUc28_LipSuck,headOrient_x,headOrient_y,headOrient_z,gazeCenter,gazeUp,gazeDown,gazeRight,gazeLeft,index,ts,duration,Rclick,Lclick,move_dist,move_duration,move_speed,scroll_dur,keyPress,press_dur,backsp,backsp_dur,pause_dur,pause_rate
pp26,N,59.867,1800.0,1.0,0.9753333333333336,0.2726388888888889,0.0411222222222222,0.2663388888888888,0.1051777777777777,0.0411277777777777,0.0842833333333333,0.0005277777777777,0.0744611111111111,0.4426111111111111,1.1554722222222225,0.0994888888888888,0.7781166666666668,0.1345777777777778,0.0252666666666666,0.42345,0.1936722222222222,0.6948333333333334,0.4327777777777777,0.0,123.12666666666668,73.81800000000001,519.1976111111111,0.0361111111111111,0.0,0.3126294444444444,0.1540033333333333,5.555555555555555e-07,10,2023-05-11 14:59:00,0.112304,0,1,11.24884946178858,0.01587546504065044,1383.654688321588,,180.0,0.2569298222222222,180.0,0.08365191666666666,0.2710667226049635,0.4517778710082725
pp26,N,119.767,3600.0,1.0,0.979277777777778,0.1145555555555555,0.0123888888888888,0.2639444444444445,0.0757555555555555,0.0225333333333333,0.0568722222222222,0.0001666666666666,0.0299555555555555,0.3280277777777777,1.0536944444444445,0.0351055555555555,0.8925166666666667,0.13875,0.0214222222222222,0.4442722222222222,0.1562388888888889,0.5421611111111111,0.39,0.0,125.19744444444446,72.94866666666667,528.7533888888889,0.0,0.0,0.2872705555555555,0.1459144444444444,1.1111111111111112e-05,11,2023-05-11 15:00:00,0.312283,0,3,14.86405169674192,0.0284114661654136,1863.688518925657,0.3519148571428573,162.0,0.2343415679012348,162.0,0.09032694444444435,0.4371741053498822,0.7286235089164703
pp26,N,179.667,5400.0,1.0,0.9792222222222224,0.2297333333333333,0.17615,0.2842444444444444,0.0523055555555555,0.2366611111111111,0.0730555555555555,0.0402222222222222,0.1121888888888889,0.7223999999999999,1.279972222222222,0.2384722222222222,0.3460666666666667,0.0339277777777777,0.0064555555555555,0.6448833333333334,0.309,0.4674833333333333,0.2483333333333333,0.0,121.28727777777776,76.7876111111111,527.2868333333333,0.0,0.0,0.3416138888888889,0.1583716666666667,0.0,12,2023-05-11 15:01:00,,0,0,28.90714950264535,0.01553153439153427,3561.535749209206,0.3841546666666661,202.0,0.2601479306930689,202.0,0.109797896039604,0.2824102274262079,0.4706837123770132
pp26,N,239.567,7200.0,1.0,0.9778055555555558,0.2305055555555555,0.1321833333333333,0.2794166666666667,0.2367277777777778,0.0962833333333333,0.16425,0.0405222222222222,0.1460666666666666,0.3871222222222222,0.940477777777778,0.1252444444444444,0.5793833333333333,0.0783833333333333,0.1746222222222222,0.4195333333333333,0.2307833333333333,0.2896444444444444,0.2022222222222222,0.0,92.061,72.49838888888888,487.89705555555554,0.0155555555555555,0.0013144444444444,0.3007455555555555,0.1703138888888889,0.0001827777777777,13,2023-05-11 15:02:00,0.7155085,0,2,18.08963794212967,0.02364165277777775,2245.857664638013,0.3430295833333335,62.0,0.3074533548387109,62.0,0.1388962903225807,0.8658162393877583,1.443027065646264
pp26,N,299.468,9000.0,1.0,0.9707222222222224,0.5368555555555555,0.1548055555555555,0.28515,0.1560111111111111,0.0517833333333333,0.1094277777777777,0.0502666666666666,0.1463055555555555,0.5371777777777779,0.9771111111111112,0.1015388888888889,0.3188666666666667,0.0446222222222222,0.0746777777777777,0.3411222222222222,0.2594444444444444,0.4583222222222222,0.2816666666666667,0.0,84.28377777777777,80.4358888888889,477.9939444444445,0.0,0.0,0.3637172222222222,0.2005955555555555,3.611111111111111e-05,14,2023-05-11 15:03:00,,0,0,,,,,118.0,0.3109001525423724,118.0,0.06494258474576256,0.5898281275215795,0.9830468792026326
pp26,N,359.368,10800.0,1.0,0.9766944444444448,0.4805555555555555,0.2874277777777778,0.2635,0.1785277777777777,0.0892611111111111,0.0914333333333333,0.0277944444444444,0.0852222222222222,0.42955,0.8917666666666667,0.0757666666666666,0.3466611111111111,0.0387111111111111,0.05795,0.1563944444444444,0.2348944444444444,0.2693444444444444,0.1611111111111111,0.0,89.68594444444444,79.43144444444444,478.8740555555556,0.0,0.0,0.3468194444444444,0.1918872222222222,0.0,15,2023-05-11 15:04:00,,0,0,,,,,156.0,0.2195146858974358,156.0,0.07709172435897453,0.3115762059505169,0.5192936765841949
pp26,N,419.268,12600.0,0.9961111111111112,0.9712222222222224,0.3438777777777778,0.0295055555555555,0.1186499999999999,0.0118333333333333,0.0120277777777777,0.0125388888888888,0.0012166666666666,0.0250666666666666,0.5063555555555556,1.5388111111111111,0.0578944444444444,0.6032388888888889,0.1030222222222222,0.0714444444444444,0.2007611111111111,0.4267611111111111,0.4039944444444445,0.3422222222222222,0.0033333333333333,119.08872222222224,72.48055555555555,489.7845555555555,0.0038888888888888,0.0,0.3575411111111111,0.125695,9.555555555555554e-05,16,2023-05-11 15:05:00,,0,0,,,,,195.0,0.1922214051282055,195.0,0.08371386153846146,0.3095728715260824,0.515954785876804
pp26,N,479.168,14400.0,0.9822222222222222,0.9565444444444448,1.0739888888888889,1.2721055555555556,0.4838833333333333,0.2881722222222222,0.1934277777777778,0.1850888888888888,0.2239777777777777,0.1386888888888889,0.5850833333333334,0.7653999999999999,0.7759222222222222,0.7056555555555556,0.1363666666666666,0.3494222222222222,1.0961833333333333,0.7608444444444444,0.2886,0.1622222222222222,0.0,75.92944444444444,92.43833333333332,467.52366666666666,0.0844444444444444,0.0,0.3027433333333333,0.2456344444444444,0.0,17,2023-05-11 15:06:00,0.43274125,0,4,11.48043779196787,0.02000585863453818,1424.745109656782,0.2784934117647059,69.0,0.2679714492753614,69.0,0.1261351739130435,0.8021457402602487,1.336909567100414
pp26,N,539.068,16200.0,0.9994444444444444,0.9719722222222223,0.1790833333333333,0.1771277777777777,0.2228388888888889,0.0131833333333333,0.3233944444444444,0.1768222222222222,0.2726333333333333,0.1965277777777778,0.696338888888889,1.4742333333333333,0.1554055555555555,0.3747888888888889,0.1879222222222222,0.2932055555555555,0.4684944444444444,0.2863833333333333,0.2492222222222222,0.1816666666666666,0.0,169.2553333333333,100.54838888888888,462.45450000000005,0.1061111111111111,0.0008744444444444,0.2605922222222222,0.2207288888888889,0.0,18,2023-05-11 15:07:00,0.3694808125,0,16,5.533259606471034,0.02701869751693002,714.8812015692049,,22.0,0.3589433181818177,22.0,0.0,3.436918995597146,5.728198325995243
pp26,N,598.968,18000.0,0.995,0.9656722222222224,0.5340333333333332,0.6192666666666665,0.3064555555555555,0.0845444444444444,0.2326722222222222,0.07825,0.2384944444444444,0.1815222222222222,0.5927888888888889,1.4723499999999998,0.3535222222222222,0.5339055555555555,0.1893444444444444,0.3510333333333334,0.4873666666666666,0.5869833333333334,0.1101388888888888,0.1311111111111111,0.0111111111111111,144.80255555555553,96.5217777777778,465.3806666666667,0.0361111111111111,0.0011205555555555,0.2976388888888889,0.2154083333333333,0.0,19,2023-05-11 15:08:00,1.013527818181818,0,11,9.159946866056107,0.0236845455065827,1159.313737189906,,34.0,0.4229139411764724,34.0,0.1171906470588239,1.58397620565751,2.639960342762517
