RR,time
732,2023-04-13 10:05:56.732000
747,2023-04-13 10:05:57.479000
747,2023-04-13 10:05:58.226000
711,2023-04-13 10:05:58.937000
694,2023-04-13 10:05:59.631000
707,2023-04-13 10:06:00.338000
726,2023-04-13 10:06:01.064000
748,2023-04-13 10:06:01.812000
749,2023-04-13 10:06:02.561000
734,2023-04-13 10:06:03.295000
761,2023-04-13 10:06:04.056000
757,2023-04-13 10:06:04.813000
739,2023-04-13 10:06:05.552000
713,2023-04-13 10:06:06.265000
698,2023-04-13 10:06:06.963000
716,2023-04-13 10:06:07.679000
751,2023-04-13 10:06:08.430000
800,2023-04-13 10:06:09.230000
813,2023-04-13 10:06:10.043000
810,2023-04-13 10:06:10.853000
817,2023-04-13 10:06:11.670000
784,2023-04-13 10:06:12.454000
733,2023-04-13 10:06:13.187000
718,2023-04-13 10:06:13.905000
701,2023-04-13 10:06:14.606000
659,2023-04-13 10:06:15.265000
662,2023-04-13 10:06:15.927000
668,2023-04-13 10:06:16.595000
641,2023-04-13 10:06:17.236000
644,2023-04-13 10:06:17.880000
662,2023-04-13 10:06:18.542000
676,2023-04-13 10:06:19.218000
681,2023-04-13 10:06:19.899000
694,2023-04-13 10:06:20.593000
695,2023-04-13 10:06:21.288000
702,2023-04-13 10:06:21.990000
697,2023-04-13 10:06:22.687000
704,2023-04-13 10:06:23.391000
706,2023-04-13 10:06:24.097000
704,2023-04-13 10:06:24.801000
693,2023-04-13 10:06:25.494000
671,2023-04-13 10:06:26.165000
681,2023-04-13 10:06:26.846000
720,2023-04-13 10:06:27.566000
739,2023-04-13 10:06:28.305000
703,2023-04-13 10:06:29.008000
720,2023-04-13 10:06:29.728000
735,2023-04-13 10:06:30.463000
723,2023-04-13 10:06:31.186000
703,2023-04-13 10:06:31.889000
693,2023-04-13 10:06:32.582000
674,2023-04-13 10:06:33.256000
679,2023-04-13 10:06:33.935000
660,2023-04-13 10:06:34.595000
649,2023-04-13 10:06:35.244000
646,2023-04-13 10:06:35.890000
660,2023-04-13 10:06:36.550000
669,2023-04-13 10:06:37.219000
678,2023-04-13 10:06:37.897000
711,2023-04-13 10:06:38.608000
725,2023-04-13 10:06:39.333000
710,2023-04-13 10:06:40.043000
700,2023-04-13 10:06:40.743000
666,2023-04-13 10:06:41.409000
646,2023-04-13 10:06:42.055000
630,2023-04-13 10:06:42.685000
613,2023-04-13 10:06:43.298000
599,2023-04-13 10:06:43.897000
606,2023-04-13 10:06:44.503000
642,2023-04-13 10:06:45.145000
683,2023-04-13 10:06:45.828000
684,2023-04-13 10:06:46.512000
711,2023-04-13 10:06:47.223000
732,2023-04-13 10:06:47.955000
745,2023-04-13 10:06:48.700000
734,2023-04-13 10:06:49.434000
716,2023-04-13 10:06:50.150000
682,2023-04-13 10:06:50.832000
680,2023-04-13 10:06:51.512000
693,2023-04-13 10:06:52.205000
712,2023-04-13 10:06:52.917000
703,2023-04-13 10:06:53.620000
739,2023-04-13 10:06:54.359000
742,2023-04-13 10:06:55.101000
699,2023-04-13 10:06:55.800000
673,2023-04-13 10:06:56.473000
649,2023-04-13 10:06:57.122000
626,2023-04-13 10:06:57.748000
610,2023-04-13 10:06:58.358000
