RR,time
720,2023-04-11 11-18-25.351000
729,2023-04-11 11-18-26.080000
718,2023-04-11 11-18-26.798000
688,2023-04-11 11-18-27.486000
658,2023-04-11 11-18-28.144000
645,2023-04-11 11-18-28.789000
688,2023-04-11 11-18-29.477000
853,2023-04-11 11-18-30.330000
944,2023-04-11 11-18-31.274000
912,2023-04-11 11-18-32.186000
894,2023-04-11 11-18-33.080000
930,2023-04-11 11-18-34.010000
901,2023-04-11 11-18-34.911000
800,2023-04-11 11-18-35.711000
805,2023-04-11 11-18-36.516000
799,2023-04-11 11-18-37.315000
807,2023-04-11 11-18-38.122000
895,2023-04-11 11-18-39.017000
938,2023-04-11 11-18-39.955000
946,2023-04-11 11-18-40.901000
885,2023-04-11 11-18-41.786000
878,2023-04-11 11-18-42.664000
829,2023-04-11 11-18-43.493000
816,2023-04-11 11-18-44.309000
828,2023-04-11 11-18-45.137000
883,2023-04-11 11-18-46.020000
994,2023-04-11 11-18-47.014000
839,2023-04-11 11-18-47.853000
727,2023-04-11 11-18-48.580000
717,2023-04-11 11-18-49.297000
928,2023-04-11 11-18-50.225000
978,2023-04-11 11-18-51.203000
984,2023-04-11 11-18-52.187000
962,2023-04-11 11-18-53.149000
946,2023-04-11 11-18-54.095000
932,2023-04-11 11-18-55.027000
961,2023-04-11 11-18-55.988000
939,2023-04-11 11-18-56.927000
892,2023-04-11 11-18-57.819000
856,2023-04-11 11-18-58.675000
770,2023-04-11 11-18-59.445000
783,2023-04-11 11-19-00.228000
945,2023-04-11 11-19-01.173000
1028,2023-04-11 11-19-02.201000
1008,2023-04-11 11-19-03.209000
880,2023-04-11 11-19-04.089000
818,2023-04-11 11-19-04.907000
834,2023-04-11 11-19-05.741000
798,2023-04-11 11-19-06.539000
813,2023-04-11 11-19-07.352000
833,2023-04-11 11-19-08.185000
830,2023-04-11 11-19-09.015000
761,2023-04-11 11-19-09.776000
789,2023-04-11 11-19-10.565000
828,2023-04-11 11-19-11.393000
899,2023-04-11 11-19-12.292000
874,2023-04-11 11-19-13.166000
937,2023-04-11 11-19-14.103000
992,2023-04-11 11-19-15.095000
918,2023-04-11 11-19-16.013000
956,2023-04-11 11-19-16.969000
968,2023-04-11 11-19-17.937000
865,2023-04-11 11-19-18.802000
910,2023-04-11 11-19-19.712000
946,2023-04-11 11-19-20.658000
820,2023-04-11 11-19-21.478000
845,2023-04-11 11-19-22.323000
811,2023-04-11 11-19-23.134000
775,2023-04-11 11-19-23.909000
875,2023-04-11 11-19-24.784000
832,2023-04-11 11-19-25.616000
842,2023-04-11 11-19-26.458000
852,2023-04-11 11-19-27.310000
795,2023-04-11 11-19-28.105000
811,2023-04-11 11-19-28.916000
826,2023-04-11 11-19-29.742000
758,2023-04-11 11-19-30.500000
786,2023-04-11 11-19-31.286000
809,2023-04-11 11-19-32.095000
752,2023-04-11 11-19-32.847000
784,2023-04-11 11-19-33.631000
800,2023-04-11 11-19-34.431000
770,2023-04-11 11-19-35.201000
729,2023-04-11 11-19-35.930000
746,2023-04-11 11-19-36.676000
785,2023-04-11 11-19-37.461000
763,2023-04-11 11-19-38.224000
802,2023-04-11 11-19-39.026000
855,2023-04-11 11-19-39.881000
846,2023-04-11 11-19-40.727000
918,2023-04-11 11-19-41.645000
970,2023-04-11 11-19-42.615000
865,2023-04-11 11-19-43.480000
896,2023-04-11 11-19-44.376000
949,2023-04-11 11-19-45.325000
861,2023-04-11 11-19-46.186000
895,2023-04-11 11-19-47.081000
938,2023-04-11 11-19-48.019000
903,2023-04-11 11-19-48.922000
953,2023-04-11 11-19-49.875000
949,2023-04-11 11-19-50.824000
871,2023-04-11 11-19-51.695000
909,2023-04-11 11-19-52.604000
883,2023-04-11 11-19-53.487000
810,2023-04-11 11-19-54.297000
852,2023-04-11 11-19-55.149000
900,2023-04-11 11-19-56.049000
853,2023-04-11 11-19-56.902000
895,2023-04-11 11-19-57.797000
938,2023-04-11 11-19-58.735000
846,2023-04-11 11-19-59.581000
864,2023-04-11 11-20-00.445000
889,2023-04-11 11-20-01.334000
781,2023-04-11 11-20-02.115000
777,2023-04-11 11-20-02.892000
838,2023-04-11 11-20-03.730000
828,2023-04-11 11-20-04.558000
849,2023-04-11 11-20-05.407000
931,2023-04-11 11-20-06.338000
869,2023-04-11 11-20-07.207000
867,2023-04-11 11-20-08.074000
824,2023-04-11 11-20-08.898000
771,2023-04-11 11-20-09.669000
