RR,time
891,2023-04-11 17-28-38.430000
851,2023-04-11 17-28-39.281000
819,2023-04-11 17-28-40.100000
926,2023-04-11 17-28-41.026000
804,2023-04-11 17-28-41.830000
806,2023-04-11 17-28-42.636000
850,2023-04-11 17-28-43.486000
777,2023-04-11 17-28-44.263000
728,2023-04-11 17-28-44.991000
678,2023-04-11 17-28-45.669000
649,2023-04-11 17-28-46.318000
625,2023-04-11 17-28-46.943000
625,2023-04-11 17-28-47.568000
677,2023-04-11 17-28-48.245000
831,2023-04-11 17-28-49.076000
743,2023-04-11 17-28-49.819000
755,2023-04-11 17-28-50.574000
726,2023-04-11 17-28-51.300000
676,2023-04-11 17-28-51.976000
639,2023-04-11 17-28-52.615000
641,2023-04-11 17-28-53.256000
677,2023-04-11 17-28-53.933000
743,2023-04-11 17-28-54.676000
721,2023-04-11 17-28-55.397000
682,2023-04-11 17-28-56.079000
725,2023-04-11 17-28-56.804000
700,2023-04-11 17-28-57.504000
674,2023-04-11 17-28-58.178000
694,2023-04-11 17-28-58.872000
771,2023-04-11 17-28-59.643000
685,2023-04-11 17-29-00.328000
698,2023-04-11 17-29-01.026000
677,2023-04-11 17-29-01.703000
688,2023-04-11 17-29-02.391000
675,2023-04-11 17-29-03.066000
686,2023-04-11 17-29-03.752000
715,2023-04-11 17-29-04.467000
692,2023-04-11 17-29-05.159000
701,2023-04-11 17-29-05.860000
734,2023-04-11 17-29-06.594000
710,2023-04-11 17-29-07.304000
687,2023-04-11 17-29-07.991000
700,2023-04-11 17-29-08.691000
700,2023-04-11 17-29-09.391000
675,2023-04-11 17-29-10.066000
715,2023-04-11 17-29-10.781000
758,2023-04-11 17-29-11.539000
702,2023-04-11 17-29-12.241000
712,2023-04-11 17-29-12.953000
698,2023-04-11 17-29-13.651000
654,2023-04-11 17-29-14.305000
656,2023-04-11 17-29-14.961000
656,2023-04-11 17-29-15.617000
674,2023-04-11 17-29-16.291000
681,2023-04-11 17-29-16.972000
711,2023-04-11 17-29-17.683000
714,2023-04-11 17-29-18.397000
672,2023-04-11 17-29-19.069000
694,2023-04-11 17-29-19.763000
721,2023-04-11 17-29-20.484000
687,2023-04-11 17-29-21.171000
736,2023-04-11 17-29-21.907000
