RR,time
807,2023-04-11 14-18-00.388000
852,2023-04-11 14-18-01.240000
789,2023-04-11 14-18-02.029000
803,2023-04-11 14-18-02.832000
783,2023-04-11 14-18-03.615000
753,2023-04-11 14-18-04.368000
737,2023-04-11 14-18-05.105000
781,2023-04-11 14-18-05.886000
762,2023-04-11 14-18-06.648000
732,2023-04-11 14-18-07.380000
717,2023-04-11 14-18-08.097000
720,2023-04-11 14-18-08.817000
750,2023-04-11 14-18-09.567000
755,2023-04-11 14-18-10.322000
733,2023-04-11 14-18-11.055000
704,2023-04-11 14-18-11.759000
745,2023-04-11 14-18-12.504000
766,2023-04-11 14-18-13.270000
816,2023-04-11 14-18-14.086000
771,2023-04-11 14-18-14.857000
760,2023-04-11 14-18-15.617000
789,2023-04-11 14-18-16.406000
808,2023-04-11 14-18-17.214000
765,2023-04-11 14-18-17.979000
796,2023-04-11 14-18-18.775000
826,2023-04-11 14-18-19.601000
856,2023-04-11 14-18-20.457000
815,2023-04-11 14-18-21.272000
854,2023-04-11 14-18-22.126000
877,2023-04-11 14-18-23.003000
853,2023-04-11 14-18-23.856000
774,2023-04-11 14-18-24.630000
747,2023-04-11 14-18-25.377000
726,2023-04-11 14-18-26.103000
690,2023-04-11 14-18-26.793000
658,2023-04-11 14-18-27.451000
683,2023-04-11 14-18-28.134000
787,2023-04-11 14-18-28.921000
882,2023-04-11 14-18-29.803000
878,2023-04-11 14-18-30.681000
841,2023-04-11 14-18-31.522000
872,2023-04-11 14-18-32.394000
865,2023-04-11 14-18-33.259000
806,2023-04-11 14-18-34.065000
761,2023-04-11 14-18-34.826000
771,2023-04-11 14-18-35.597000
774,2023-04-11 14-18-36.371000
725,2023-04-11 14-18-37.096000
752,2023-04-11 14-18-37.848000
770,2023-04-11 14-18-38.618000
794,2023-04-11 14-18-39.412000
758,2023-04-11 14-18-40.170000
792,2023-04-11 14-18-40.962000
813,2023-04-11 14-18-41.775000
807,2023-04-11 14-18-42.582000
764,2023-04-11 14-18-43.346000
817,2023-04-11 14-18-44.163000
820,2023-04-11 14-18-44.983000
795,2023-04-11 14-18-45.778000
764,2023-04-11 14-18-46.542000
807,2023-04-11 14-18-47.349000
815,2023-04-11 14-18-48.164000
803,2023-04-11 14-18-48.967000
734,2023-04-11 14-18-49.701000
761,2023-04-11 14-18-50.462000
776,2023-04-11 14-18-51.238000
811,2023-04-11 14-18-52.049000
799,2023-04-11 14-18-52.848000
835,2023-04-11 14-18-53.683000
874,2023-04-11 14-18-54.557000
877,2023-04-11 14-18-55.434000
823,2023-04-11 14-18-56.257000
841,2023-04-11 14-18-57.098000
845,2023-04-11 14-18-57.943000
817,2023-04-11 14-18-58.760000
743,2023-04-11 14-18-59.503000
764,2023-04-11 14-19-00.267000
776,2023-04-11 14-19-01.043000
764,2023-04-11 14-19-01.807000
744,2023-04-11 14-19-02.551000
707,2023-04-11 14-19-03.258000
738,2023-04-11 14-19-03.996000
831,2023-04-11 14-19-04.827000
834,2023-04-11 14-19-05.661000
850,2023-04-11 14-19-06.511000
892,2023-04-11 14-19-07.403000
894,2023-04-11 14-19-08.297000
826,2023-04-11 14-19-09.123000
789,2023-04-11 14-19-09.912000
798,2023-04-11 14-19-10.710000
787,2023-04-11 14-19-11.497000
760,2023-04-11 14-19-12.257000
741,2023-04-11 14-19-12.998000
811,2023-04-11 14-19-13.809000
872,2023-04-11 14-19-14.681000
867,2023-04-11 14-19-15.548000
825,2023-04-11 14-19-16.373000
868,2023-04-11 14-19-17.241000
881,2023-04-11 14-19-18.122000
844,2023-04-11 14-19-18.966000
875,2023-04-11 14-19-19.841000
908,2023-04-11 14-19-20.749000
903,2023-04-11 14-19-21.652000
842,2023-04-11 14-19-22.494000
881,2023-04-11 14-19-23.375000
884,2023-04-11 14-19-24.259000
893,2023-04-11 14-19-25.152000
836,2023-04-11 14-19-25.988000
837,2023-04-11 14-19-26.825000
866,2023-04-11 14-19-27.691000
904,2023-04-11 14-19-28.595000
874,2023-04-11 14-19-29.469000
841,2023-04-11 14-19-30.310000
910,2023-04-11 14-19-31.220000
952,2023-04-11 14-19-32.172000
917,2023-04-11 14-19-33.089000
853,2023-04-11 14-19-33.942000
892,2023-04-11 14-19-34.834000
929,2023-04-11 14-19-35.763000
908,2023-04-11 14-19-36.671000
867,2023-04-11 14-19-37.538000
918,2023-04-11 14-19-38.456000
926,2023-04-11 14-19-39.382000
873,2023-04-11 14-19-40.255000
805,2023-04-11 14-19-41.060000
873,2023-04-11 14-19-41.933000
909,2023-04-11 14-19-42.842000
898,2023-04-11 14-19-43.740000
847,2023-04-11 14-19-44.587000
882,2023-04-11 14-19-45.469000
886,2023-04-11 14-19-46.355000
843,2023-04-11 14-19-47.198000
797,2023-04-11 14-19-47.995000
831,2023-04-11 14-19-48.826000
864,2023-04-11 14-19-49.690000
856,2023-04-11 14-19-50.546000
813,2023-04-11 14-19-51.359000
841,2023-04-11 14-19-52.200000
878,2023-04-11 14-19-53.078000
896,2023-04-11 14-19-53.974000
862,2023-04-11 14-19-54.836000
855,2023-04-11 14-19-55.691000
833,2023-04-11 14-19-56.524000
795,2023-04-11 14-19-57.319000
755,2023-04-11 14-19-58.074000
728,2023-04-11 14-19-58.802000
699,2023-04-11 14-19-59.501000
753,2023-04-11 14-20-00.254000
835,2023-04-11 14-20-01.089000
894,2023-04-11 14-20-01.983000
917,2023-04-11 14-20-02.900000
905,2023-04-11 14-20-03.805000
839,2023-04-11 14-20-04.644000
811,2023-04-11 14-20-05.455000
793,2023-04-11 14-20-06.248000
777,2023-04-11 14-20-07.025000
786,2023-04-11 14-20-07.811000
784,2023-04-11 14-20-08.595000
792,2023-04-11 14-20-09.387000
811,2023-04-11 14-20-10.198000
825,2023-04-11 14-20-11.023000
813,2023-04-11 14-20-11.836000
845,2023-04-11 14-20-12.681000
836,2023-04-11 14-20-13.517000
840,2023-04-11 14-20-14.357000
857,2023-04-11 14-20-15.214000
858,2023-04-11 14-20-16.072000
806,2023-04-11 14-20-16.878000
753,2023-04-11 14-20-17.631000
761,2023-04-11 14-20-18.392000
763,2023-04-11 14-20-19.155000
781,2023-04-11 14-20-19.936000
729,2023-04-11 14-20-20.665000
775,2023-04-11 14-20-21.440000
799,2023-04-11 14-20-22.239000
823,2023-04-11 14-20-23.062000
770,2023-04-11 14-20-23.832000
729,2023-04-11 14-20-24.561000
741,2023-04-11 14-20-25.302000
753,2023-04-11 14-20-26.055000
762,2023-04-11 14-20-26.817000
729,2023-04-11 14-20-27.546000
759,2023-04-11 14-20-28.305000
765,2023-04-11 14-20-29.070000
771,2023-04-11 14-20-29.841000
750,2023-04-11 14-20-30.591000
779,2023-04-11 14-20-31.370000
783,2023-04-11 14-20-32.153000
771,2023-04-11 14-20-32.924000
766,2023-04-11 14-20-33.690000
786,2023-04-11 14-20-34.476000
