pp_id,condition,ts(sec),frame,success,confidence,AU1_InnerBrowRaiser,AU2_OuterBrowRaiser,AU4_BrowLowerer,AU5_UpperLipRaiser,AU6_CheekRaiser,AU7_LidTightener,AU9_NoseWringler,AU10_UpperLipRaiser,AU12_LipCornerPuller,AU14_Dimpler,AU15_LipCornerDepressonr,AU17_ChinRaiser,AU20_LipStretcher,AU23_LipTightener,AU25_LipsPart,AU26_JawDrop,AU45_BlinkInt,AUc45_BlinkRate,AUc28_LipSuck,headOrient_x,headOrient_y,headOrient_z,gazeCenter,gazeUp,gazeDown,gazeRight,gazeLeft,index,ts,duration,Rclick,Lclick,move_dist,move_duration,move_speed,scroll_dur,keyPress,press_dur,backsp,backsp_dur,pause_dur,pause_rate
pp24,N,30.027,900.0,1.0,0.9800000000000002,0.0151444444444444,0.0006,1.3481,0.0002333333333333,3.3333333333333335e-05,0.0,0.0031444444444444,1.0342333333333331,0.3466555555555555,1.0689,0.4306111111111111,0.8701555555555556,0.0792666666666666,0.0052444444444444,0.3009666666666666,0.1593,0.1910333333333333,0.5588888888888889,0.0,20.86833333333333,78.33755555555554,497.8327777777778,0.6922222222222222,0.0003666666666666,0.10805,0.0252355555555555,0.0313955555555555,20,2023-05-11 11:40:30,0.2620162857142857,0.0,7.0,6.401649463101586,0.02140191336898395,791.7127696734914,0.1336270869565217,0.0,,0.0,,,
pp24,N,60.087,1800.0,1.0,0.9800000000000002,0.0125,3.3333333333333335e-05,1.422311111111111,0.0,0.0001666666666666,0.0,0.0063111111111111,1.2446888888888887,0.4740111111111111,1.428611111111111,0.2165333333333333,1.3363777777777774,0.1454333333333333,0.0461,0.2217444444444444,0.1923666666666666,0.0964555555555555,0.3122222222222222,0.0,16.269000000000002,86.26422222222223,491.895,0.9533333333333334,0.0,0.10557,0.0374344444444444,0.00992,21,2023-05-11 11:41:00,0.460971625,0.0,8.0,8.838327507172979,0.02031541434599154,1097.054475244333,0.08492528205128201,2.0,0.6017030000000005,2.0,0.0,41.14117848873138,68.56863081455231
pp24,N,90.147,2700.0,1.0,0.9733333333333336,0.1321555555555555,0.0762999999999999,1.2523333333333333,0.0127444444444444,0.0370666666666666,0.0,0.0364888888888888,0.7230222222222222,0.3667222222222221,1.1500666666666666,0.8795222222222222,0.9610666666666666,0.0999777777777777,0.0770444444444444,0.2185888888888889,0.3471555555555555,0.3868333333333333,0.4677777777777778,0.0,23.31311111111111,87.86800000000001,482.8731111111112,0.78,0.0,0.11804,0.0298011111111111,0.0522755555555555,22,2023-05-11 11:41:30,0.77772475,0.0,4.0,8.397090014907567,0.01668975909361958,1054.664631601692,0.1462539411764706,3.0,0.6874296666666643,3.0,0.0,9.625274658203125,16.04212443033854
pp24,N,120.207,3600.0,1.0,0.9800000000000002,0.0136666666666666,0.0013,0.8011888888888888,0.0023111111111111,0.0,0.0,0.0073333333333333,0.3501555555555555,0.2805111111111111,0.8802333333333334,0.7170777777777778,0.1777222222222222,0.0006,0.0073,0.0184888888888888,0.3019777777777777,0.1265,0.3,0.0,39.62233333333334,88.77444444444444,470.89177777777775,0.8522222222222222,0.0,0.1024588888888888,0.0023388888888888,0.0787788888888888,23,2023-05-11 11:42:00,0.070888,0.0,1.0,8.166718866666715,0.01863890740740725,1022.372783226387,0.4508819047619054,0.0,,0.0,,,
pp24,N,150.267,4500.0,1.0,0.9792222222222224,0.1125222222222222,0.0337444444444444,1.3166111111111112,0.0254444444444444,0.0058555555555555,0.0,0.0357888888888888,0.991022222222222,0.3174444444444445,1.0348777777777778,0.1377111111111111,0.4645999999999999,0.0188111111111111,0.1265111111111111,0.3476888888888889,0.4377999999999999,0.2025444444444444,0.0533333333333333,0.0,23.30666666666667,82.89322222222222,494.3716666666666,0.8366666666666667,0.0011033333333333,0.0891855555555555,0.0330211111111111,0.0291533333333333,24,2023-05-11 11:42:30,1.1832755,0.0,6.0,7.406051657446792,0.01760598581560291,906.1942290075308,0.2128955384615381,8.0,0.5612422500000029,8.0,0.0,5.675884366035461,9.459807276725769
pp24,N,180.327,5400.0,1.0,0.979777777777778,0.4439666666666667,0.1649111111111111,1.3481222222222222,0.0347777777777777,0.0442222222222222,0.0,0.1497777777777778,0.7877111111111111,0.2812,1.1267222222222224,0.0290888888888888,0.505588888888889,0.046,0.0792222222222222,0.4662333333333333,0.5398444444444445,0.8379,0.2244444444444444,0.0,21.484111111111112,87.19344444444445,500.5695555555556,0.7133333333333334,0.0023266666666666,0.1276222222222222,0.0490666666666666,0.0073144444444444,25,2023-05-11 11:43:00,0.141137,0.0,2.0,4.659662549425286,0.01919151954022981,556.2462425788409,0.2108073461538463,0.0,,0.0,,,
pp24,N,210.387,6300.0,1.0,0.9742111111111116,1.1333111111111112,0.8905777777777778,0.6361444444444444,0.1374333333333333,0.2150999999999999,0.0027666666666666,0.3266444444444444,0.5199111111111111,0.5355888888888889,1.6018111111111113,0.0474444444444444,0.3031,0.1095777777777777,0.2865111111111111,0.2161777777777777,0.6495222222222222,1.2174222222222222,0.4544444444444444,0.0,10.95188888888889,91.55977777777775,509.3291111111111,0.4355555555555555,0.0001244444444444,0.2398744444444444,0.05962,0.0038255555555555,26,2023-05-11 11:43:30,0.5431192727272728,0.0,11.0,9.472910468172513,0.01757842299794665,1180.025092509362,0.08834707999999977,5.0,0.6394763999999953,5.0,0.0,11.39920144081116,18.9986690680186
pp24,N,240.448,7200.0,0.93,0.926777777777778,1.041088888888889,0.1122444444444444,0.2085777777777778,0.7156666666666668,0.2668666666666667,0.1993333333333333,1.485477777777778,1.175377777777778,0.3798222222222223,1.4630777777777777,0.641888888888889,1.2840555555555555,1.1813333333333331,1.484622222222222,0.3956777777777778,0.7528,0.8313333333333334,0.1633333333333333,0.0,-64.19655555555556,60.50255555555555,451.727,0.2255555555555555,0.0,0.2101444444444444,0.4271155555555555,0.0,27,2023-05-11 11:44:00,0.2607825714285714,0.0,7.0,6.491646495867731,0.02159580991735531,809.5971654844349,0.1623440740740742,62.0,0.1955596935483873,62.0,0.01612903225806452,0.6628186433546005,1.104697738924334
pp24,N,270.508,8100.0,0.9888888888888888,0.965177777777778,1.1938666666666666,0.8421555555555557,0.7557333333333335,0.1169777777777777,0.3200777777777778,0.0024222222222222,0.1971666666666666,0.8893444444444444,1.1249222222222222,2.185033333333333,0.2235111111111111,0.5024,0.4557888888888889,0.4643333333333333,0.3565111111111111,1.0117666666666665,1.2071,0.4711111111111111,0.0,14.691666666666666,74.53344444444446,507.65866666666665,0.3633333333333333,3.3333333333333335e-05,0.2265633333333333,0.0970622222222222,0.0064333333333333,28,2023-05-11 11:44:30,,0.0,0.0,,,,,89.0,0.1997635056179776,89.0,0.05229764044943823,0.4263584506645631,0.7105974177742719
pp24,N,300.568,9000.0,1.0,0.9499222222222224,0.505211111111111,0.4485222222222223,0.4739333333333334,0.0336,0.7465222222222222,0.4738111111111111,0.7537333333333333,1.9871333333333332,1.1049777777777778,2.0260555555555557,0.0235222222222222,1.622588888888889,0.1014222222222222,1.512133333333333,0.1754333333333333,0.583911111111111,1.4155555555555557,0.7811111111111111,0.0,14.910999999999998,79.80588888888887,449.9734444444444,0.5611111111111111,0.0604944444444444,0.1342344444444444,0.14886,0.0220611111111111,29,2023-05-11 11:45:00,,0.0,0.0,,,,,31.0,0.2433771935483869,31.0,0.08806487096774186,0.243377193327873,0.4056286555464549
