RR,time
643,2023-04-13 13-40-23.476000
253,2023-04-13 13-40-23.729000
354,2023-04-13 13-40-24.083000
1241,2023-04-13 13-40-25.324000
588,2023-04-13 13-40-25.912000
616,2023-04-13 13-40-26.528000
539,2023-04-13 13-40-27.067000
746,2023-04-13 13-40-27.813000
620,2023-04-13 13-40-28.433000
667,2023-04-13 13-40-29.100000
624,2023-04-13 13-40-29.724000
665,2023-04-13 13-40-30.389000
621,2023-04-13 13-40-31.010000
613,2023-04-13 13-40-31.623000
638,2023-04-13 13-40-32.261000
660,2023-04-13 13-40-32.921000
659,2023-04-13 13-40-33.580000
606,2023-04-13 13-40-34.186000
646,2023-04-13 13-40-34.832000
668,2023-04-13 13-40-35.500000
633,2023-04-13 13-40-36.133000
620,2023-04-13 13-40-36.753000
680,2023-04-13 13-40-37.433000
710,2023-04-13 13-40-38.143000
722,2023-04-13 13-40-38.865000
646,2023-04-13 13-40-39.511000
704,2023-04-13 13-40-40.215000
706,2023-04-13 13-40-40.921000
722,2023-04-13 13-40-41.643000
682,2023-04-13 13-40-42.325000
655,2023-04-13 13-40-42.980000
683,2023-04-13 13-40-43.663000
709,2023-04-13 13-40-44.372000
734,2023-04-13 13-40-45.106000
681,2023-04-13 13-40-45.787000
648,2023-04-13 13-40-46.435000
689,2023-04-13 13-40-47.124000
713,2023-04-13 13-40-47.837000
742,2023-04-13 13-40-48.579000
705,2023-04-13 13-40-49.284000
677,2023-04-13 13-40-49.961000
718,2023-04-13 13-40-50.679000
756,2023-04-13 13-40-51.435000
698,2023-04-13 13-40-52.133000
667,2023-04-13 13-40-52.800000
694,2023-04-13 13-40-53.494000
710,2023-04-13 13-40-54.204000
713,2023-04-13 13-40-54.917000
651,2023-04-13 13-40-55.568000
694,2023-04-13 13-40-56.262000
709,2023-04-13 13-40-56.971000
654,2023-04-13 13-40-57.625000
649,2023-04-13 13-40-58.274000
689,2023-04-13 13-40-58.963000
716,2023-04-13 13-40-59.679000
685,2023-04-13 13-41-00.364000
656,2023-04-13 13-41-01.020000
705,2023-04-13 13-41-01.725000
691,2023-04-13 13-41-02.416000
627,2023-04-13 13-41-03.043000
658,2023-04-13 13-41-03.701000
675,2023-04-13 13-41-04.376000
695,2023-04-13 13-41-05.071000
675,2023-04-13 13-41-05.746000
630,2023-04-13 13-41-06.376000
662,2023-04-13 13-41-07.038000
674,2023-04-13 13-41-07.712000
662,2023-04-13 13-41-08.374000
654,2023-04-13 13-41-09.028000
719,2023-04-13 13-41-09.747000
699,2023-04-13 13-41-10.446000
630,2023-04-13 13-41-11.076000
670,2023-04-13 13-41-11.746000
686,2023-04-13 13-41-12.432000
663,2023-04-13 13-41-13.095000
605,2023-04-13 13-41-13.700000
626,2023-04-13 13-41-14.326000
638,2023-04-13 13-41-14.964000
