RR,time
763,2023-04-13 14-38-38.697000
757,2023-04-13 14-38-39.454000
756,2023-04-13 14-38-40.210000
671,2023-04-13 14-38-40.881000
688,2023-04-13 14-38-41.569000
722,2023-04-13 14-38-42.291000
785,2023-04-13 14-38-43.076000
733,2023-04-13 14-38-43.809000
691,2023-04-13 14-38-44.500000
784,2023-04-13 14-38-45.284000
797,2023-04-13 14-38-46.081000
823,2023-04-13 14-38-46.904000
764,2023-04-13 14-38-47.668000
701,2023-04-13 14-38-48.369000
760,2023-04-13 14-38-49.129000
788,2023-04-13 14-38-49.917000
737,2023-04-13 14-38-50.654000
690,2023-04-13 14-38-51.344000
775,2023-04-13 14-38-52.119000
807,2023-04-13 14-38-52.926000
838,2023-04-13 14-38-53.764000
729,2023-04-13 14-38-54.493000
689,2023-04-13 14-38-55.182000
759,2023-04-13 14-38-55.941000
827,2023-04-13 14-38-56.768000
868,2023-04-13 14-38-57.636000
813,2023-04-13 14-38-58.449000
714,2023-04-13 14-38-59.163000
749,2023-04-13 14-38-59.912000
763,2023-04-13 14-39-00.675000
792,2023-04-13 14-39-01.467000
771,2023-04-13 14-39-02.238000
675,2023-04-13 14-39-02.913000
696,2023-04-13 14-39-03.609000
761,2023-04-13 14-39-04.370000
838,2023-04-13 14-39-05.208000
840,2023-04-13 14-39-06.048000
764,2023-04-13 14-39-06.812000
682,2023-04-13 14-39-07.494000
730,2023-04-13 14-39-08.224000
758,2023-04-13 14-39-08.982000
789,2023-04-13 14-39-09.771000
729,2023-04-13 14-39-10.500000
651,2023-04-13 14-39-11.151000
681,2023-04-13 14-39-11.832000
703,2023-04-13 14-39-12.535000
787,2023-04-13 14-39-13.322000
800,2023-04-13 14-39-14.122000
723,2023-04-13 14-39-14.845000
682,2023-04-13 14-39-15.527000
719,2023-04-13 14-39-16.246000
777,2023-04-13 14-39-17.023000
808,2023-04-13 14-39-17.831000
810,2023-04-13 14-39-18.641000
698,2023-04-13 14-39-19.339000
688,2023-04-13 14-39-20.027000
743,2023-04-13 14-39-20.770000
729,2023-04-13 14-39-21.499000
655,2023-04-13 14-39-22.154000
696,2023-04-13 14-39-22.850000
746,2023-04-13 14-39-23.596000
746,2023-04-13 14-39-24.342000
659,2023-04-13 14-39-25.001000
663,2023-04-13 14-39-25.664000
698,2023-04-13 14-39-26.362000
733,2023-04-13 14-39-27.095000
699,2023-04-13 14-39-27.794000
652,2023-04-13 14-39-28.446000
695,2023-04-13 14-39-29.141000
744,2023-04-13 14-39-29.885000
789,2023-04-13 14-39-30.674000
700,2023-04-13 14-39-31.374000
685,2023-04-13 14-39-32.059000
766,2023-04-13 14-39-32.825000
816,2023-04-13 14-39-33.641000
726,2023-04-13 14-39-34.367000
681,2023-04-13 14-39-35.048000
753,2023-04-13 14-39-35.801000
786,2023-04-13 14-39-36.587000
746,2023-04-13 14-39-37.333000
659,2023-04-13 14-39-37.992000
713,2023-04-13 14-39-38.705000
710,2023-04-13 14-39-39.415000
667,2023-04-13 14-39-40.082000
656,2023-04-13 14-39-40.738000
699,2023-04-13 14-39-41.437000
759,2023-04-13 14-39-42.196000
844,2023-04-13 14-39-43.040000
845,2023-04-13 14-39-43.885000
740,2023-04-13 14-39-44.625000
702,2023-04-13 14-39-45.327000
738,2023-04-13 14-39-46.065000
758,2023-04-13 14-39-46.823000
773,2023-04-13 14-39-47.596000
811,2023-04-13 14-39-48.407000
677,2023-04-13 14-39-49.084000
654,2023-04-13 14-39-49.738000
681,2023-04-13 14-39-50.419000
677,2023-04-13 14-39-51.096000
632,2023-04-13 14-39-51.728000
639,2023-04-13 14-39-52.367000
672,2023-04-13 14-39-53.039000
713,2023-04-13 14-39-53.752000
673,2023-04-13 14-39-54.425000
642,2023-04-13 14-39-55.067000
670,2023-04-13 14-39-55.737000
686,2023-04-13 14-39-56.423000
724,2023-04-13 14-39-57.147000
796,2023-04-13 14-39-57.943000
799,2023-04-13 14-39-58.742000
705,2023-04-13 14-39-59.447000
702,2023-04-13 14-40-00.149000
728,2023-04-13 14-40-00.877000
759,2023-04-13 14-40-01.636000
767,2023-04-13 14-40-02.403000
725,2023-04-13 14-40-03.128000
655,2023-04-13 14-40-03.783000
686,2023-04-13 14-40-04.469000
724,2023-04-13 14-40-05.193000
774,2023-04-13 14-40-05.967000
786,2023-04-13 14-40-06.753000
706,2023-04-13 14-40-07.459000
651,2023-04-13 14-40-08.110000
671,2023-04-13 14-40-08.781000
644,2023-04-13 14-40-09.425000
628,2023-04-13 14-40-10.053000
613,2023-04-13 14-40-10.666000
618,2023-04-13 14-40-11.284000
637,2023-04-13 14-40-11.921000
654,2023-04-13 14-40-12.575000
691,2023-04-13 14-40-13.266000
722,2023-04-13 14-40-13.988000
661,2023-04-13 14-40-14.649000
683,2023-04-13 14-40-15.332000
704,2023-04-13 14-40-16.036000
726,2023-04-13 14-40-16.762000
684,2023-04-13 14-40-17.446000
672,2023-04-13 14-40-18.118000
719,2023-04-13 14-40-18.837000
752,2023-04-13 14-40-19.589000
709,2023-04-13 14-40-20.298000
653,2023-04-13 14-40-20.951000
734,2023-04-13 14-40-21.685000
735,2023-04-13 14-40-22.420000
684,2023-04-13 14-40-23.104000
649,2023-04-13 14-40-23.753000
693,2023-04-13 14-40-24.446000
766,2023-04-13 14-40-25.212000
688,2023-04-13 14-40-25.900000
719,2023-04-13 14-40-26.619000
797,2023-04-13 14-40-27.416000
741,2023-04-13 14-40-28.157000
677,2023-04-13 14-40-28.834000
739,2023-04-13 14-40-29.573000
757,2023-04-13 14-40-30.330000
672,2023-04-13 14-40-31.002000
730,2023-04-13 14-40-31.732000
747,2023-04-13 14-40-32.479000
680,2023-04-13 14-40-33.159000
676,2023-04-13 14-40-33.835000
